Time Stamp,Time Zone,Name,PTID,Integrated Load
1/8/2004 9:00,EST,HUD VL,61758,1372
1/8/2004 9:00,EST,MHK VL,61756,1064
1/8/2004 9:00,EST,MILLWD,61759,347
1/8/2004 9:00,EST,N.Y.C._LONGIL,,9563
1/8/2004 9:00,EST,NORTH,61755,793
1/8/2004 9:00,EST,WEST,61752,2132
1/8/2004 10:00,EST,CAPITL,61757,1522
1/8/2004 10:00,EST,CENTRL,61754,2304
1/8/2004 10:00,EST,DUNWOD,61760,815
1/8/2004 10:00,EST,GENESE,61753,1354
1/8/2004 10:00,EST,HUD VL,61758,1384
1/8/2004 10:00,EST,MHK VL,61756,1051
1/8/2004 10:00,EST,MILLWD,61759,327
1/8/2004 10:00,EST,N.Y.C._LONGIL,,9621
1/8/2004 10:00,EST,NORTH,61755,788
1/8/2004 10:00,EST,WEST,61752,2148
1/8/2004 11:00,EST,CAPITL,61757,1514
1/8/2004 11:00,EST,CENTRL,61754,2280
1/8/2004 11:00,EST,DUNWOD,61760,828
1/8/2004 11:00,EST,GENESE,61753,1341
1/8/2004 11:00,EST,HUD VL,61758,1298
1/8/2004 11:00,EST,MHK VL,61756,1037
1/8/2004 11:00,EST,MILLWD,61759,362
1/8/2004 11:00,EST,N.Y.C._LONGIL,,9613
1/8/2004 11:00,EST,NORTH,61755,780
1/8/2004 11:00,EST,WEST,61752,2157
1/8/2004 12:00,EST,CAPITL,61757,1494
1/8/2004 12:00,EST,CENTRL,61754,2280
1/8/2004 12:00,EST,DUNWOD,61760,807
1/8/2004 12:00,EST,GENESE,61753,1320
1/8/2004 12:00,EST,HUD VL,61758,1302
1/8/2004 12:00,EST,MHK VL,61756,1016
1/8/2004 12:00,EST,MILLWD,61759,246
1/8/2004 12:00,EST,N.Y.C._LONGIL,,9736
1/8/2004 12:00,EST,NORTH,61755,776
1/8/2004 12:00,EST,WEST,61752,2147
1/8/2004 13:00,EST,CAPITL,61757,1480
1/8/2004 13:00,EST,CENTRL,61754,2275
1/8/2004 13:00,EST,DUNWOD,61760,275
1/8/2004 13:00,EST,GENESE,61753,1336
1/8/2004 13:00,EST,HUD VL,61758,1281
1/8/2004 13:00,EST,MHK VL,61756,1045
1/8/2004 13:00,EST,MILLWD,61759,963
1/8/2004 13:00,EST,N.Y.C._LONGIL,,9417
1/8/2004 13:00,EST,NORTH,61755,765
1/8/2004 13:00,EST,WEST,61752,2125
1/8/2004 14:00,EST,CAPITL,61757,1460
1/8/2004 14:00,EST,CENTRL,61754,2246
1/8/2004 14:00,EST,DUNWOD,61760,826
1/8/2004 14:00,EST,GENESE,61753,1326
1/8/2004 14:00,EST,HUD VL,61758,1328
1/8/2004 14:00,EST,MHK VL,61756,995
1/8/2004 14:00,EST,MILLWD,61759,413
1/8/2004 14:00,EST,N.Y.C._LONGIL,,9324
1/8/2004 14:00,EST,NORTH,61755,764
1/8/2004 14:00,EST,WEST,61752,2073
1/8/2004 15:00,EST,CAPITL,61757,1462
1/8/2004 15:00,EST,CENTRL,61754,2254
1/8/2004 15:00,EST,DUNWOD,61760,903
1/8/2004 15:00,EST,GENESE,61753,1333
1/8/2004 15:00,EST,HUD VL,61758,1434
1/8/2004 15:00,EST,MHK VL,61756,1003
1/8/2004 15:00,EST,MILLWD,61759,453
1/8/2004 15:00,EST,N.Y.C._LONGIL,,9260
1/8/2004 15:00,EST,NORTH,61755,766
1/8/2004 15:00,EST,WEST,61752,2086
1/8/2004 16:00,EST,CAPITL,61757,1572
1/8/2004 16:00,EST,CENTRL,61754,2334
1/8/2004 16:00,EST,DUNWOD,61760,778
1/8/2004 16:00,EST,GENESE,61753,1376
1/8/2004 16:00,EST,HUD VL,61758,1417
1/8/2004 16:00,EST,MHK VL,61756,1054
1/8/2004 16:00,EST,MILLWD,61759,443
1/8/2004 16:00,EST,N.Y.C._LONGIL,,9746
1/8/2004 16:00,EST,NORTH,61755,785
1/8/2004 16:00,EST,WEST,61752,2147
1/8/2004 17:00,EST,CAPITL,61757,1719
1/8/2004 17:00,EST,CENTRL,61754,2490
1/8/2004 17:00,EST,DUNWOD,61760,686
1/8/2004 17:00,EST,GENESE,61753,1498
1/8/2004 17:00,EST,HUD VL,61758,1476
1/8/2004 17:00,EST,MHK VL,61756,1142
1/8/2004 17:00,EST,MILLWD,61759,639
1/8/2004 17:00,EST,N.Y.C._LONGIL,,10416
1/8/2004 17:00,EST,NORTH,61755,812
1/8/2004 17:00,EST,WEST,61752,2289
1/8/2004 18:00,EST,CAPITL,61757,1734
1/8/2004 18:00,EST,CENTRL,61754,2500
1/8/2004 18:00,EST,DUNWOD,61760,864
1/8/2004 18:00,EST,GENESE,61753,1494
1/8/2004 18:00,EST,HUD VL,61758,1515
1/8/2004 18:00,EST,MHK VL,61756,1146
1/8/2004 18:00,EST,MILLWD,61759,499
1/8/2004 18:00,EST,N.Y.C._LONGIL,,10296
1/8/2004 18:00,EST,NORTH,61755,814
1/8/2004 18:00,EST,WEST,61752,2290
1/8/2004 19:00,EST,CAPITL,61757,1682
1/8/2004 19:00,EST,CENTRL,61754,2460
1/8/2004 19:00,EST,DUNWOD,61760,895
1/8/2004 19:00,EST,GENESE,61753,1466
1/8/2004 19:00,EST,HUD VL,61758,1544
1/8/2004 19:00,EST,MHK VL,61756,1123
1/8/2004 19:00,EST,MILLWD,61759,416
1/8/2004 19:00,EST,N.Y.C._LONGIL,,10016
1/8/2004 19:00,EST,NORTH,61755,811
1/8/2004 19:00,EST,WEST,61752,2247
1/8/2004 20:00,EST,CAPITL,61757,1629
1/8/2004 20:00,EST,CENTRL,61754,2392
1/8/2004 20:00,EST,DUNWOD,61760,874
1/8/2004 20:00,EST,GENESE,61753,1425
1/8/2004 20:00,EST,HUD VL,61758,1511
1/8/2004 20:00,EST,MHK VL,61756,1091
1/8/2004 20:00,EST,MILLWD,61759,402
1/8/2004 20:00,EST,N.Y.C._LONGIL,,9614
1/8/2004 20:00,EST,NORTH,61755,801
1/8/2004 20:00,EST,WEST,61752,2205
1/8/2004 21:00,EST,CAPITL,61757,1533
1/8/2004 21:00,EST,CENTRL,61754,2289
1/8/2004 21:00,EST,DUNWOD,61760,836
1/8/2004 21:00,EST,GENESE,61753,1340
1/8/2004 21:00,EST,HUD VL,61758,1397
1/8/2004 21:00,EST,MHK VL,61756,1035
1/8/2004 21:00,EST,MILLWD,61759,415
1/8/2004 21:00,EST,N.Y.C._LONGIL,,9123
1/8/2004 21:00,EST,NORTH,61755,784
1/8/2004 21:00,EST,WEST,61752,2139
1/8/2004 22:00,EST,CAPITL,61757,1406
1/8/2004 22:00,EST,CENTRL,61754,2141
1/8/2004 22:00,EST,DUNWOD,61760,728
1/8/2004 22:00,EST,GENESE,61753,1222
1/8/2004 22:00,EST,HUD VL,61758,1276
1/8/2004 22:00,EST,MHK VL,61756,949
1/8/2004 22:00,EST,MILLWD,61759,372
1/8/2004 22:00,EST,N.Y.C._LONGIL,,8477
1/8/2004 22:00,EST,NORTH,61755,769
1/8/2004 22:00,EST,WEST,61752,2018
1/8/2004 23:00,EST,CAPITL,61757,1275
1/8/2004 23:00,EST,CENTRL,61754,2006
1/8/2004 23:00,EST,DUNWOD,61760,676
1/8/2004 23:00,EST,GENESE,61753,1122
1/8/2004 23:00,EST,HUD VL,61758,1202
1/8/2004 23:00,EST,MHK VL,61756,885
1/8/2004 23:00,EST,MILLWD,61759,300
1/8/2004 23:00,EST,N.Y.C._LONGIL,,7679
1/8/2004 23:00,EST,NORTH,61755,755
1/8/2004 23:00,EST,WEST,61752,1892
