15319,28433
14462,11735
13753,
13280,
13119,
13241,
13586,
13771,
14164,
14847,
15599,
16049,
16189,
16141,
16070,
16138,
17255,
18896,
18964,
18689,
18301,
17790,
16757,
15455,
14358,
13655,
13242,
13072,
13154,
13846,
15191,
16580,
17607,
18426,
19013,
19107,
18954,
18765,
18564,
18558,
19258,
20618,
20335,
19828,
19171,
18341,
17180,
15853,
14592,
13722,
13198,
12934,
12882,
13091,
13665,
14396,
15281,
16297,
16957,
17128,
17090,
16898,
16698,
16619,
17459,
18857,
18847,
18463,
17986,
17360,
16452,
15287,
14151,
13344,
12830,
12499,
12420,
12581,
12985,
13468,
14247,
15294,
16132,
16739,
17158,
17282,
17366,
17602,
18625,
19766,
19683,
19362,
18860,
17986,
16771,
15439,
14418,
13848,
13580,
13512,
13725,
14745,
16932,
18816,
19549,
20055,
20427,
20550,
20519,
20546,
20451,
20510,
21439,
22317,
22121,
21549,
20795,
19645,
18099,
16547,
15368,
14687,
14354,
14240,
14416,
15387,
17533,
19166,
19645,
20018,
20211,
20193,
20080,
20094,
19982,
20113,
21077,
22711,
22778,
22333,
21618,
20556,
19031,
17432,
16314,
15746,
15498,
15429,
15600,
16577,
18712,
20276,
20806,
21132,
21360,
21346,
21248,
21239,
21171,
21287,
22131,
23687,
23534,
23060,
22309,
21105,
19536,
17891,
16674,
16047,
15734,
15619,
15759,
16740,
18846,
20109,
21015,
21289,
21314,
21210,
21124,
20962,
20755,
20954,
21652,
23167,
23152,
22660,
21944,
20891,
19358,
17792,
16556,
16019,
15769,
15731,
15970,
16968,
19174,
20812,
21335,
21699,
21860,
21872,
21708,
21714,
21538,
21481,
22141,
23531,
23600,
23107,
22426,
21555,
20430,
19058,
17971,
17280,
16883,
16690,
16702,
17045,
17851,
18537,
19576,
20459,
20998,
21056,
20878,
20533,
20203,
20131,
20857,
22569,
22781,
22283,
21712,
21046,
20095,
18958,
17845,
17068,
16581,
16317,
16247,
16491,
16956,
17422,
18223,
18994,
19486,
19748,
19768,
19603,
19416,
19437,
20225,
21710,
21782,
21330,
20757,
19822,
18543,
17169,
16134,
15544,
15249,
15146,
15330,
16282,
18325,
19989,
20713,
21101,
21357,
21420,
21349,
21253,
21102,
21095,
21797,
22971,
22771,
22185,
21386,
20251,
18593,
16980,
15776,
15140,
14810,
14644,
14742,
15719,
17826,
19565,
20137,
20519,
20870,
21082,
20842,
20622,
20655,
20834,
21560,
23355,
23548,
23079,
22506,
21435,
19923,
18367,
17375,
16767,
16517,
16470,
16729,
17714,
19911,
21654,
22265,
22651,
22677,
22558,
22391,
22454,
22407,
22580,
23308,
24627,
24586,
24061,
23336,
22212,
20617,
19027,
17877,
17183,
16855,
16776,
16990,
17869,
19677,
21143,
21886,
22490,
22878,
22865,
22696,
22937,
22641,
22724,
23403,
25082,
25262,
24722,
23989,
22907,
21383,
19897,
18716,
18141,
17846,
17712,
17846,
18720,
20479,
21954,
22753,
23271,
23522,
23460,
23193,
22898,
22590,
22446,
22838,
24120,
24078,
23466,
22693,
21727,
20394,
19043,
17830,
17125,
16680,
16450,
16411,
16711,
17391,
18038,
19033,
19729,
20161,
19976,
19646,
19344,
19166,
19181,
19855,
21237,
21278,
20809,
20212,
19489,
18478,
17364,
16348,
15666,
15239,
14996,
14886,
14996,
15425,
16009,
16829,
17790,
18441,
18825,
18998,
18938,
18823,
18817,
19403,
20700,
20806,
20403,
19910,
19266,
18249,
17135,
16243,
15724,
15418,
15327,
15508,
16219,
17502,
18706,
19711,
20573,
21089,
21200,
21076,
20981,
20842,
20854,
21492,
23210,
23351,
22834,
22062,
21066,
19683,
18180,
17035,
16443,
16111,
16052,
16283,
17249,
19384,
20945,
21404,
21730,
21960,
21845,
21662,
21535,
21435,
21401,
22065,
23672,
23799,
23355,
22617,
21553,
20008,
18362,
17182,
16619,
16325,
16246,
16444,
17380,
19518,
21086,
21459,
21783,
21915,
21813,
21441,
21178,
20977,
21006,
21620,
23259,
23514,
23067,
22353,
21251,
19725,
18115,
16917,
16270,
15915,
15753,
15914,
16835,
18934,
20527,
21021,
21346,
21507,
21478,
21312,
21203,
20990,
20919,
21565,
23026,
23245,
22802,
22169,
21136,
19634,
18115,
17073,
16547,
16261,
16228,
16452,
17409,
19512,
21150,
21662,
22089,
22275,
22185,
21965,
21833,
21650,
21638,
22114,
23444,
23510,
22902,
22258,
21327,
20066,
18635,
17502,
16829,
16434,
16197,
16184,
16467,
17195,
18010,
19088,
19981,
20347,
20408,
20149,
19891,
19722,
19695,
20238,
21806,
22303,
21941,
21422,
20784,
19822,
18739,
17757,
17062,
16652,
16433,
16397,
16597,
17102,
17602,
18457,
19205,
19631,
19765,
19708,
19453,
19316,
19427,
20119,
21799,
22279,
21980,
21433,
20548,
19341,
18030,
17050,
16514,
16259,
16202,
16416,
17419,
19570,
21310,
21977,
22505,
22880,
22919,
22774,
22695,
22572,
22670,
23208,
24411,
24485,
23874,
23068,
21878,
20239,
18594,
17422,
16788,
16454,
16305,
16501,
17400,
19444,
21054,
21738,
22193,
22493,
22558,
22375,
22262,
22131,
22175,
22723,
23906,
23959,
23350,
22432,
21273,
19750,
18213,
17084,
16406,
16048,
15887,
16051,
16864,
18449,
19647,
20426,
21023,
21348,
21589,
21535,
21397,
21280,
21337,
21894,
23182,
23533,
22935,
22120,
21124,
19752,
18814,
17064,
16272,
15925,
15813,
15984,
16937,
18944,
20320,
20874,
21309,
21730,
21758,
21677,
21549,
21552,
21553,
22071,
23354,
23742,
23256,
22588,
21509,
20086,
18609,
17575,
16766,
16419,
16224,
16293,
17186,
19081,
20603,
21191,
21628,
21770,
21646,
21420,
21295,
21121,
21015,
21346,
22644,
23148,
22648,
21957,
21035,
20030,
18695,
17570,
16920,
16486,
16307,
16295,
16647,
17372,
18021,
18970,
19595,
20109,
19926,
19590,
19382,
19139,
19102,
19483,
20876,
21538,
21120,
20584,
20072,
19267,
18159,
17188,
16480,
16125,
15891,
15861,
16049,
16543,
16924,
17464,
18117,
18460,
18649,
18562,
18394,
18229,
18191,
18702,
20151,
20695,
20271,
19954,
19394,
18604,
17511,
16457,
15907,
15643,
15612,
15828,
16572,
18721,
20162,
20735,
20996,
21098,
20871,
20750,
20600,
20446,
20138,
20647,
21988,
22491,
22245,
21564,
20494,
18904,
17334,
16253,
15705,
15403,
15323,
15532,
16459,
18548,
20150,
20701,
21051,
21283,
21256,
21229,
21221,
21157,
21204,
21737,
22877,
22944,
22336,
21359,
20244,
18650,
17039,
15831,
15172,
14788,
14653,
14842,
15853,
17977,
19438,
20006,
20373,
20499,
20427,
20273,
20152,
20004,
20023,
20471,
21757,
22341,
21947,
21333,
20289,
18786,
17207,
16070,
15500,
15195,
15119,
15362,
16374,
18582,
19996,
20491,
20779,
20885,
20802,
20620,
20553,
20495,
20605,
21017,
22241,
22550,
22068,
21293,
20218,
18719,
17121,
15987,
15339,
15009,
14949,
15169,
16137,
17915,
19390,
20427,
21123,
21635,
21752,
21607,
21501,
21218,
21190,
21420,
22029,
21947,
21270,
20439,
19441,
18179,
16817,
15639,
14918,
14483,
14272,
14236,
14559,
15285,
16086,
17304,
18165,
18600,
18702,
18690,
18537,
18340,
18347,
18729,
19777,
20380,
20030,
19558,
18950,
18089,
17100,
16177,
15491,
15133,
14976,
14920,
15168,
15767,
16276,
17178,
17900,
18326,
18534,
18453,
18269,
18059,
18015,
18452,
19893,
20920,
20710,
20254,
19402,
18260,
16947,
15958,
15406,
15157,
15085,
15332,
16302,
18482,
19931,
20455,
20738,
20831,
20749,
20569,
20424,
20206,
20192,
20612,
21795,
22297,
21785,
21000,
19848,
18264,
16641,
15437,
14758,
14434,
14325,
14515,
15538,
17723,
19174,
19732,
20001,
20123,
20011,
19769,
19709,
19595,
19528,
19889,
21064,
21784,
21356,
20659,
19609,
18077,
16520,
15345,
14737,
14431,
14370,
14596,
15623,
17793,
19246,
19859,
20215,
20347,
20312,
20168,
20095,
19934,
19933,
20318,
21509,
22286,
21879,
21255,
20236,
18694,
17118,
16013,
15407,
15112,
15017,
15237,
16232,
18398,
19837,
20459,
20795,
20951,
20687,
20456,
20327,
20047,
20104,
20500,
21499,
22112,
21679,
20957,
19978,
18488,
16906,
15727,
15064,
14723,
14571,
14734,
15733,
17778,
19231,
19805,
20152,
20342,
20220,
19958,
19815,
19538,
19378,
19538,
20385,
21188,
20736,
20122,
19309,
18131,
16793,
15678,
15002,
14612,
14422,
14465,
14781,
15434,
16154,
17208,
17917,
18257,
18255,
18050,
17738,
17519,
17464,
17782,
18848,
19720,
19444,
18908,
18320,
17454,
16477,
15587,
14984,
14636,
14494,
14508,
14788,
15260,
15661,
16508,
17282,
17766,
17976,
17925,
17740,
17512,
17479,
17827,
19048,
20311,
20145,
19771,
19197,
18357,
17318,
16506,
16014,
15773,
15678,
15822,
16437,
17540,
18483,
19469,
20230,
20583,
20419,
20112,
19892,
19580,
19325,
19736,
20822,
21904,
21565,
20938,
20089,
18823,
17505,
16496,
15901,
15643,
15576,
15789,
16706,
18369,
19678,
20541,
21053,
21098,
21015,
20794,
20593,
20461,
20414,
20746,
21624,
22318,
21782,
21033,
20044,
18677,
17225,
16058,
15465,
15152,
15064,
15301,
16229,
17954,
19313,
20145,
20563,
20733,
20632,
20356,
20134,
19884,
19713,
19984,
20950,
21862,
21463,
20811,
19819,
18436,
16931,
15834,
15195,
14849,
14720,
14907,
15775,
17503,
18881,
19888,
20382,
20497,
20379,
20048,
19928,
19769,
19651,
19879,
20691,
21570,
21142,
20468,
19487,
18170,
16727,
15634,
15013,
14691,
14578,
14736,
15617,
17213,
18515,
19462,
20024,
20263,
20204,
20002,
19802,
19644,
19555,
19619,
20183,
20876,
20391,
19709,
18904,
17789,
16539,
15489,
14805,
14367,
14127,
14142,
14445,
15063,
15776,
16848,
17736,
18192,
18188,
17983,
17734,
17561,
17581,
17900,
18650,
19521,
19250,
18765,
18159,
17273,
16222,
15329,
14734,
14335,
14100,
14034,
14220,
14605,
14965,
15907,
16652,
17173,
17413,
17405,
17253,
17089,
17084,
17436,
18581,
19873,
19773,
19266,
18429,
17411,
16133,
15255,
14754,
14559,
14554,
14820,
15834,
17872,
19140,
19714,
20001,
20064,
19994,
19784,
19638,
19375,
19315,
19604,
20438,
21565,
21225,
20626,
19593,
18143,
16579,
15374,
14774,
14501,
14430,
14640,
15628,
17712,
19193,
19804,
20286,
20484,
20468,
20321,
20209,
20092,
20134,
20487,
21216,
22120,
21783,
21077,
20047,
18490,
16976,
15914,
15387,
15144,
15083,
15333,
16403,
18408,
19733,
20287,
20514,
20566,
20453,
20240,
20080,
19861,
19795,
20034,
20713,
21869,
21587,
21002,
19952,
18441,
16892,
15781,
15206,
14919,
14850,
15080,
16109,
18086,
19373,
19885,
20148,
20213,
20116,
19889,
19775,
